Entry_Number,Sentence_Number,Cleaned_Text,Category,Subcategory,Nazi,Beautiful,Sexual/body
74,557,Ostern war Romy mit in Ulm 8 Tage seit dieser Zeit hatte sie mit Gr. Fuchs Freundschaft geschlossen.,Event,Social,,,
74,558,War bis heute noch nicht bei mir.,Event,Social,,,
74,559,Es hat mich sehr enttäuscht aber es ist besser so.,Reflection,Social,,,
75,560,Im Januar waren wir in Braunlage.,Temp/Spat,Temp/Spat,,,
75,561,Elmy + ich und wäre in der Pension wo Frau Hohnstein war.,Event,Social,,,
75,562,Bubi kam noch und Lenta einen Tag später.,Event,Social,,,
75,563,"Es waren herrliche, unvergessliche Stunden.",Reflection,Social,,,
75,564,"Bubi meine este richtige, große Liebe.",Reflection,Romantic,,,
75,565,Mein erster längerer aufenthalt im Schneegelande.,Temp/Spat,Temp/Spat,,,
75,566,So eine richtige Erholung.,Reflection,Social,,,
75,567,Schöne Skitouren im schönen gelände mit angenehmen Menschen.,Event,Social,,,
75,568,Eines Abends besuchte mich Bubi im Zimmer!,Event,Romantic,,,*
75,569,"Frau Erwig bemühte sich sehr um Bubi besonders in Cafe Dietze, ich tanzte sodann mit anderen.",Event,Romantic,,,
75,570,Wir haben uns aber wieder vertragen.,Event,Social,,,
75,571,Es war noch ein netter abschluss mitt Brettern heim!,Event,Social,,,
75,572,Lenta Bubi + ich trabten im Regen bepackt los.,Event,Social,,,
75,573,"Im Königskrug trafen wir Karl, der mit seiner Freundin + Lenta nach Harzburg mit den Omnibus fuhr.",Event,Social,,,
75,574,"Wir zwei zogen mit Brettern los, da unser Geld soweit alle war.",Event,Social,,,
75,575,28 km durchnässt kamen wir früher an als die Omnibustruppe.,Temp/Spat,Temp/Spat,,,
75,576,Karl bezahlte das Essen + führte im Zug jeweils heim.,Event,Social,,,
75,577,Todmüde lehnten wir uns an Bubi.,Event,Romantic,,,
75,578,[ILLUSTRATION] Die Bilder von Frau Handug sind eine nette Erinnerung.,Reflection,Social,,,
76,579,"10. Juni 1936
Heute ging mir ein Stich durchs Herz.",Reflection,Romantic,,,
76,580,Etwas was mir noch nie passiert ist.,Reflection,Romantic,,,
76,581,Bubi traf ich um 7 Uhr.,Event,Romantic,,,
76,582,"Er war sehr kurz und sagte nur ich sollte um 11 Uhr nicht auf ihn warten, er müsse zum Markt.",Event,Romantic,,,
76,583,"Lenta meinte wir sollen uns um 11 beeilen, Bubi hätte es gesagt.",Event,Social,,,
76,584,Unten trafen wir 3 uns.,Event,Social,,,
76,585,d.h: wir haben auf ihn gewartet.,Event,Social,,,
76,586,Vor uns ging Rute mit Sunne.,Event,Social,,,
76,587,Rute stieg in ihren Wagen und wartete.,Event,Social,,,
76,588,"Bubi ging mit uns es entspann sich folgender Dialog
Ich: Ich dachte du musst zum Markt.",Event,Romantic,,,
76,589,Bubi: Ja muss ich auch noch ich kam vorher nicht dazu.,Event,Romantic,,,
76,590,"Ich: Oh, da ist ja Rute, die kann dich ja hinfahren.",Event,Romantic,,,
76,591,Bubi: Ihr könnt ja auch mitfahren.,Event,Romantic,,,
76,592,Ich: Das kommt garnicht in Frage.,Event,Romantic,,,
76,593,Geh schon hin.,Event,Romantic,,,
76,594,Los geh.,Event,Romantic,,,
76,595,Aufwiedersehen.,Event,Romantic,,,
76,596,Bubi: aufwiedersehen!,Event,Romantic,,,
76,597,Gab nur Lenta die hand.,Event,Romantic,,,
76,598,"Ich dachte er kommt mit uns, aber er ging setzte sich neben Rute und ab.",Event,Romantic,,,
76,599,Ich war wie vom Blitz gerührt.,Reflection,Romantic,,,
76,600,So richtig wie ein vergifteter Pfeil traf es mitten ins Herz.,Reflection,Romantic,,,
76,601,Ein kleiner Schmerz blieb es noch lange Zeit.,Reflection,Romantic,,,
76,602,In der Stadt sah ich am Kohlmarkt den Wagen stehen.,Event,Romantic,,,
76,603,Am Gewandhaus kam Bubi gerade mit Rute über die Straße.,Event,Romantic,,,
76,604,Ich bog gleich rechts um die Ecke.,Event,Romantic,,,
76,605,Er sah mich bestimmt – Ruth die elende Biest.,Event,Romantic,,,
76,606,aber gute Miene zum bösen Spiel ist das Richtige.,Event,Romantic,,,
76,607,Wie’s da drinnen aussieht geht niemand was an.,Reflection,Romantic,,,
76,608,"
Wie es früher so schon immer zu denken ein mensch ist da

auf der Welt, der hat viel für dich uber, der hat dich gern.",Reflection,Romantic,,*,
76,609,Ein Herz schlägt für mich.,Reflection,Romantic,,*,
76,610,aber ist auf keinen Mann ein Verlass?!!!,Reflection,Romantic,,,
76,611,Ich dachte Bubi war eine Ausnahme!,Reflection,Romantic,,,
76,612,Was tun?,Reflection,Romantic,,,
76,613,"Nein, nicht beleidigt sein.",Reflection,Romantic,,,
76,614,Ironie!,Reflection,Romantic,,,
76,615,Hilft.,Reflection,Romantic,,,
76,616,Wenn man nicht jeden Tag das gleiche Bild vor Augen hat (Rute Bubi Bubi Ruth) dann gelinge es.,Reflection,Romantic,,,
76,617,Als Belohnung traf ich Papa.,Event,Social,,,
76,618,"Bei Salge Basilius traf Papa Herrn Brandes von Dürkopp, der gleich die Sache wegen meinen Autofahren perfekt machte.",Event,Social,,,
76,619,Pappa hat mich somit angemeldet!,Event,Social,,,
76,620,Gleich am anderen Tag geht es los.,Event,Social,,,
76,621,Obwohl Papa in Bielefeld ist.,Event,Social,,,
76,622,Bubi bekommt es nicht gesagt.,Event,Romantic,,,
76,623,Leider hatte ich dazu gar keine Gelegenheit.,Event,Romantic,,,
76,624,Bubi traf Mama die es ihm sagte.,Event,Social,,,
76,625,Heute am Mittwoch traf ich Bubi als ich zur Schule gehen wollte.,Event,Romantic,,,
76,626,"Er kam von der Penne, drehte aber um und ging mit mir hin.",Event,Romantic,,,
76,627,"Ich ging schneller, da ging er langsam in die Klasse.",Event,Romantic,,,
76,628,Ich rauf in die klasse.,Event,Romantic,,,
76,629,"Hatte 2 hefte vergessen und eilte nun zum Telefonhäuschen sagte Papa bescheid, das er mir die Hefte mit dem Wagen vorbeibringt.",Event,Social,,,
76,630,An der Ecke wartete ich.,Event,Social,,,
76,631,Da kam Bubi von der schule.,Event,Romantic,,,
76,632,Blieb bei mir stehen.,Event,Romantic,,,
76,633,Begrüßte meine Eltern dann sagte ich dummerweise?,Event,Romantic,,,
76,634,"Als Rute oben Steintorwall mit dem wagen hupte Bubi sollte sich beeilen, denn da oben wurde Ruth warten.",Event,Romantic,,,
76,635,Aus diesen grunde ging er ja doch weg.,Event,Romantic,,,
76,636,Nein er müsse sich 1 Bogen holen war die Antwort.,Event,Romantic,,,
76,637,Ein spöttisches lächeln war meine antwort.,Event,Romantic,,,
76,638,Er brachte mich zur schule und ging.,Event,Romantic,,,
76,639,Brachte mich heim.,Event,Romantic,,,
76,640,Lenta ging allerdings auf seinen ausdrücklichen wunsch mit.,Event,Romantic,,,
76,641,Ich hatte aber noch keine Lust und brachte Lenta + Bubi zu Lenta heim.,Event,Romantic,,,
76,642,Bubi ging alsdann wieder mit mir heim.,Event,Romantic,,,
76,643,Stillschweigen auf dem ganzen weg.,Event,Romantic,,,
76,644,Am Donnerstag holte ich die Hefte aus der Klasse bei Bubi da das die Seines gerne wollte.,Event,Romantic,,,
76,645,Mittags ging ich alleine heim!,Event,Social,,,
77,646,Musste abends zu Minden.,Event,Social,,,
77,647,"Da sass Bubi in der Fensterbank, da er zu kö. Ging.",Event,Romantic,,,
77,648,"Ich war voll guter laune, da meine erste fahrstunde beendigt war, also ging rauf zu Bubi sagte guten Tag.",Event,Romantic,,,
77,649,Nebenan saß Gunne!,Event,Social,,,
77,650,die weg ging.,Event,Social,,,
77,651,Sprachen kaum etwas.,Event,Romantic,,,
77,652,"Unten traf ich Wilhelm, der mich nach meinen grund der glänzenden Laune fragte.",Event,Social,,,
77,653,"In der pause kamen Bubi + Rute zusammen runter, gerade als ich wegging.",Event,Romantic,,,
77,654,Ich besuchte Lenta die mir mir wieder zur schule ging.,Event,Social,,,
77,655,Bubi ging mit mir heim.,Event,Romantic,,,
77,656,Wieder eisige Stillschweigen.,Event,Romantic,,,
77,657,– Freitag sagte Lenta ich wäre verruckt.,Event,Romantic,,,
77,658,Nur weil ich immer “Stichele” wurde es Bubi tun.,Event,Romantic,,,
77,659,Am Samstag trafen Mutti und ich Bubi.,Event,Romantic,,,
77,660,"Er ging um 11 Uhr nicht mit, sondern sagte er müsse noch arbeiten.",Event,Romantic,,,
77,661,"Ich habe gepfiffen als mich Mutti darauf aufmerksam machte, dass da Bubi fährt.",Event,Romantic,,,
77,662,"Bubi kam her und sagte, das er bis eben gearbeitet habe.",Event,Romantic,,,
77,663,Wir haben uns nicht für den anderen Tag verabredet.,Event,Romantic,,,
77,664,"Abends ging ich zu Lenta, die dann bei uns Abendbrot als wir gingen zusammen nach Borner und aßen Eis.",Event,Social,,,
77,665,— Mir war es so komisch am Samstag unseren Kinotag mit Lenta im Borner zu sitzen.,Reflection,Romantic,,,
77,665,,Reflection,Social,,,
77,666,Bubi sei bei Hanne.,Event,Romantic,,,
77,667,Wieso weiß Lenta mehr als ich?,Reflection,Romantic,,,
78,668,Sonntag 14. Juni 1936,Temp/Spat,Temp/Spat,,,
79,669,"Montag den 15. Juni erzählte mir Lenta, dass Bubi morgens ihren Kittel gebracht hätte.",Event,Romantic,,,
79,670,Nachmittags sei er zum Zeichnen dort gewesen.,Event,Romantic,,,
79,671,"Nachmittags war er auch dort, bis abends um 11 uhr.",Event,Romantic,,,
79,672,"Ich habe es mir ja gedacht, dass er dort sei.",Reflection,Romantic,,,
79,673,Beim Nachmittags extra nicht hin.,Event,Romantic,,,
79,674,"Sollte zu Lenta zum Kaffe kommen da es regnete und ich mich auch ärgerte, das Bubi nicht mal anrufen konnte ging ich nicht weg, sondern blieb zu hause.",Reflection,Romantic,,,
79,675,Denen hat ja der Kuchen sooo viel besser geschmeckt.,Reflection,Romantic,,,
79,676,Diese 2 ganz alleine zu hause.,Event,Social,,,
79,677,"Na, ja wenn doch nur stets mein Kopf gesiegt hatte, wie mein Horoskop befiehlt",Reflection,Romantic,,,
80,678,Freitag den 16. Juni 36 was mir heute passierte wünsche ich bestimmt keinem Menschen.,Temp/Spat,Temp/Spat,,,
80,679,Wir gingen zu Mohr.,Temp/Spat,Temp/Spat,,,
80,680,Ich traf Bubi mit Rute Heinbruck zusammen kamen sie die Treppen runter + Bubi grüßte mit “Heil Hitler”.,Event,Political,YES,,
80,680,,Event,Romantic,,,
80,681,Aber trotzdem ging ich in die Klasse + lieh mir einen Kleistertopf von Bubi.,Event,Romantic,,,
80,682,Spannte mir einen Bogen auf.,Reflection,Romantic,,,
80,683,Unten stand schon Rute neben Bubi.,Event,Romantic,,,
80,684,"Als Lenta um ¾ Stunden später ankam wollte Bubi ihr entgegen, dass da ein aufgespannter Bogen für sie sei.",Event,Romantic,,,
80,685,Das tat früher Bubi für mich.,Reflection,Romantic,,,
80,686,Aber heute ?!!!,Reflection,Romantic,,,
80,687,Für Lenta!,Reflection,Romantic,,,
80,688,Wir gingen dann zusammen nach Hause ohne ein Wort zu reden.,Event,Romantic,,,
80,689,"d. h. Ich sagte, dass das so doch nicht weiter gehen könne.",Event,Romantic,,,
80,690,War dabei innerlich bereit mich zu entschuldigen.,Reflection,Romantic,,,
80,691,Aber dann kam ein einiges Stillschweigen.,Event,Romantic,,,
80,692,Vor der Türe wartete schon der Fahrlehrer Schroeder.,Event,Social,,,
80,693,Papa kam gerade von Bielefeld.,Temp/Spat,Temp/Spat,,,
80,694,"Wir gingen heim, sagten guten Tag.",Event,Social,,,
80,695,Papa ging rauf.,Event,Social,,,
80,696,Dann kam das Entscheidende meines Lebens.,Reflection,Romantic,,,
80,697,"Es hat keinen Sinn, sich Pläne zu machen.",Reflection,Temporal,,*,
80,698,Was bauten wir doch für herrliche Luftschlösser.,Reflection,Temporal,,*,
80,699,"Auf meine Frage dass es so bloß nicht weitergehen könne, kam nur ja das finde ich auch.",Event,Romantic,,,
80,700,Ich waren wie erschlagen.,Reflection,Romantic,,,
80,701,Beide hatten wir nasse Augen.,Event,Romantic,,,
80,702,Bubi sagte mit eisiger Stimme.,Event,Romantic,,,
80,703,"Wir konnen noch zusammen sein, nur muss da vieles geändert werden.",Event,Romantic,,,
80,704,Ich bat ihr er solle heute abend etwas Zeit fur mich haben.,Event,Romantic,,,
80,705,"Nein, es geht nicht.",Event,Romantic,,,
80,706,"“Bubi das kann doch garnicht sein” stammelte ich “das geht doch garnicht, das ist nicht ein ernst!”",Event,Romantic,,,
80,707,Nein es geht nicht ich habe keine Zeit.,Event,Romantic,,,
80,708,"Lebewohl war sein letztes wort, Ich wollte ihn Mittwoch also morgen den 17.6.36 abholen von der Schule.",Event,Romantic,,,
80,709,aber schon heute morgen merkte ich etwas bei der Kostümgeschichte.,Reflection,Romantic,,,
80,710,"Ich erzählte Lenta + fragte, als sie ganz komisch sagte: Ich kann dazu nichts sagen – du hast es ja so gewollt!”",Event,Romantic,,,
80,711,So ein Mist!,Reflection,Romantic,,,
80,712,"Aber Bubi hat durch Lenta anscheinend erfahren, dass ich augenblicklich meine ganze sympathie Bubi zu-geweendet habe.",Event,Romantic,,,
80,713,Also war eben die aller-empfindlichste stelle zu treffen.,Reflection,Romantic,,,
80,714,"Zuerst dachte ich, ich werde irre.",Reflection,Romantic,,,
80,715,"Musste dies alles gleich Mutti erzählen, die mich fein tröstete: “wenn das die ganze Liebe war wenn das an einem so dunnen faden hängt, dann ist es besser so.”",Event,Romantic,,,
80,716,Der grund is ja unsinn!,Reflection,Romantic,,,
80,717,Bubi hatte ja in aller ruhe sagen konnen das er eine andere Freundin habe und wir doch lieber schluss machen wollen.,Reflection,Romantic,,,
80,718,Abends ging ich nicht zum theoretischen unterricht sondern zur schule.,Temp/Spat,Temp/Spat,,,
80,719,Lenta hatte mittags von Bubi besuch + wusste daher das jetzt endgültig Schluss zwischen Bubi + mir war —------,Event,Social,,,
80,720,Bubi ging mit Lenta per Arm aus!!,Event,Romantic,,,
80,721,Das sind jedesmal stiche die mitten durchs <3 gehen.,Reflection,Romantic,,,
80,722,Vielleicht nur die Eitelkeit weil man sich jetzt so zurückgesetzt fühlt.,Reflection,Romantic,,,
80,723,Oder wirkliche Liebe?,Reflection,Romantic,,,
80,724,Lenta ist aber doch sehr falsch: sollte das Spiel schon längere Zeit so gehen?,Reflection,Romantic,,,
80,725,Ich ahnungsloser Engel bringe aber die 2 noch zusammen; dann ohne mich hatten die sich ja niemals kennengelernt.,Reflection,Romantic,,,
80,726,"Da denkt man schon an die Zukunft macht plane, da ein Strich + alles ist aus.",Reflection,Temporal,,*,
80,727,"Man halt das fur sooooo wichtig + da kommt ein Schicksalsschlag, der alles Dagewesene in den Schatten stellt.",Reflection,Temporal,,*,
81,728,Der 21. Juni auf dem Wege nach Hahnenklee der umfall mit Papa.,Event,Social,,,
81,729,"Die schrecklichen stunden im Krankenhaus – der Anblick von Bent Knochen – Munte – mama – Raab – In meiner Angst + Erregung zu Bubi, denn zu wem sonst?",Event,Social,,,
81,730,Er kam gleich mit zu uns.,Event,Romantic,,,
81,731,Kam fast jeden Tag.,Event,Romantic,,,
81,732,Am 24. War Lenta da + Bubi sehr nett.,Event,Romantic,,,
81,732,,Event,Social,,,
81,733,Peppo fuhr mich nach Wolfenbüttel.,Event,Social,,,
81,734,Bubi kam und holte mich ab.,Event,Romantic,,,
81,735,Begrüßte meine mutter.,Event,Social,,,
81,736,Peppo fuhr uns dann heim.,Event,Social,,,
81,737,Bubi kann noch mit zu uns rauf.,Event,Romantic,,,
82,738,Am 28. schrieb Bubi an Karl in Meinen Namen einein brief.,Event,Social,,,
83,739,Am 3. Juli 36 brachte mich Bubi in der schule runter + wollte mich unterhaken.,Event,Romantic,,,
83,740,"Meine antwort war: entzug des armes + “nein nicht jede,!” ",Event,Romantic,,,
84,741,Am 5. Juli war Bubi mit Karl bei mir blieben zum Abendbrot.,Event,Social,,,
84,742,"Günter Fischer war da – Bubi rief Clausen an, der dann Leni Bescheidsagte.",Event,Social,,,
85,743,Am 8. mit Renate uber den Fall “Senter - Bubi” gesprochen.,Event,Romantic,,,
85,744,Die ganze Schule fände es empörend.,Reflection,Romantic,,,
86,745,"Am 12. Kam Bubi Nachmittags + blieb bis gegen 10 it was, then it was nothing before “he was lying in me arm on the sofa”",Event,Romantic,,,
87,746,Am 13. Bubi vollig durchnässt bei mir.,Event,Romantic,,,
87,747,Getrocknet + Radio gehort mit Fahrlehrer Schroder bei Fisher.,Event,Romantic,,,
88,748,Am 15. Prufung bestanded mit Schroder bei Fedder.,Event,Social,,,
88,749,Ab und zu kam Bubi.,Event,Romantic,,,
88,750,Ich jeden Tag nach Wolfenbüttel da Papa so schwer lag.,Event,Social,,,
88,751,Grossmutter kam dann nach Hause.,Event,Social,,,
89,752,Am 5 Aug. mit Ronny in die stadt Lenta + Bubi perm arm auf dem Bohlweg.,Event,Social,,,
89,752,,Event,Romantic,,,
89,753,Um 16 uhr!,Temp/Spat,Temp/Spat,,,
90,754,Am 9. mit Bubi ins Kino.,Event,Romantic,,,
90,755,"Er kamm hielt mit dem Rad unten, ich kam gerade von Baden.",Event,Romantic,,,
90,756,"Wenn ich Lust hatte, sollte ich um 20 uhr unten sein, denn wir konnen dann zusammen ins Kino gehen.",Event,Romantic,,,
90,757,Wenn ich nicht besseres vorhatte käme ich.,Event,Romantic,,,
90,758,Ich kann.,Event,Romantic,,,
90,759,Er hatte ein Taschengeld von mir aber im kittel — Kino war sehr nett.,Event,Romantic,,,
90,760,Er kaufte papa noch eine zeitung.,Event,Romantic,,,
90,761,Lenta laßt nichts mehr von sich hören.,Event,Social,,,
90,762,Alles ist so anders so lange zeit ging man keinen schritt alleine in die Stadt.,Reflection,Romantic,?????,,
90,762,,Reflection,Political,,,
90,763,Stets war Bubi dabei.,Reflection,Romantic,,,
90,764,Keine Minute war man bald alleine.,Reflection,Romantic,,,
90,765,"Seelbst Krimert + Rurzie sagten , das wir 2 so gut zusammen passen würden.",Event,Romantic,,,
90,766,Aber es hat halt nicht sollen sein.,Reflection,Romantic,?????,,
90,767,Wehr weiß wofür es gut ist.,Reflection,Romantic,,,
90,768,So langsam gewohnt man sich an alles.,Reflection,Temporal,,*,
90,769,"Zuerst glaube mann dass das leben still stehen müsse, es kann doch so nicht weitergehen.",Reflection,Temporal,,*,
90,770,–man muss still halten und immer nur hinnehmen.,Reflection,Temporal,,*,
90,771,Am 6. Juni das war eigentlich der letzte nette Tag mit Bubi!,Reflection,Romantic,,,
90,772,Ich war im Friseur und Bubi zur Musterung.,Event,Social,,,
90,773,Er war von der Musterung aus zu meinen Eltern gegangen + holte mich ab dann beim Friseur ab.,Event,Romantic,YES,,
90,773,,Event,Political,,,
90,774,Er war ganz reizend wir gingen zu Lenta.,Event,Romantic,,,
90,775,Im Vielwegsgarten machten wir aber so 1 kleine stunde halt.,Temp/Spat,Temp/Spat,,,
90,776,“We have as many cisses to gived.” Sodann zu Schumachers + mit H. + Lenta in die Eisdiele.,Event,Romantic,,,
90,776,,Event,Social,,,
90,777,Das war so richtig nett.,Reflection,Social,,,
91,778,"September 36
Sonnabend kommt Bubi an mit einer Bitte: Karl kommt morgen 11 00 und Frl. Rüdiger kommt auch mit.",Event,Social,,,
91,779,Deshalb mag ich nicht zur bahn gehen.,Reflection,Social,,,
91,780,Gehe du bitte hin.,Event,Social,,,
91,781,Ich gehe Tennis spielen.,Event,Social,,,
91,782,Ich habe es auch gemacht.,Event,Social,,,
91,783,Karl + Bubi haben sich sehr gefreut.,Event,Social,,,
91,784,Ich entschuldigte da er zu arbeiten hatte.,Event,Social,,,
91,785,Sie wollen am Dienstag in Ferien.,Event,Social,,,
91,786,"Als Bubi abends da war sagte er, dass er nach Scharbeutz an die Ostsee fuhre!",Event,Social,,,
91,787,Zuerst sollte ich doch unbedingt mit nach Deutschland auf ein Gut an die Mosel.,Event,Social,,,
91,788,"Aber obwohl ich es niemals getan hatte sagte ich: klar, heute haben meine Eltern bestimmt nichts mehr dagegen.",Event,Social,,,
91,789,Letztes Jahr hatten sie das mit uns beiden nicht erlaubt!,Reflection,Romantic,,,
92,790,Als ich neulich nach dem Sonnenschein so regnete hing ich meinen roten Bademantel über mein gelbes Kleid.,Reflection,Romantic,,,
92,791,"Da Kamm ein Auto, ein junger Mann fragte ob er mich heimfahren dürfe, denn ich wurde ja sonst so nass.",Event,Romantic,,,
92,792,Wir verabredeten uns waren im Moccastube + kino ich liess meine handschuhe im wagen liegen.,Event,Romantic,,,
92,793,"Er schrieb mir 1 brief dass er nun die verabredete Zeit nicht konne, da er eine Hochzeit mitmachen musse + ich solle den nachsten Seit = u = Treffpunkt ausmachen.",Event,Romantic,,,
92,794,Tat ich nicht.,Event,Romantic,,,
92,795,Liess nichts von mir horen.,Event,Romantic,,,
92,796,"Siehe da ruft er hier an, da ich aber so erkalter bin will er morgen nochmal anrufen + fragen wann wir uns wieder treffen konnen.",Event,Romantic,,,
92,797,"Na, ja.",Reflection,Romantic,,,
92,798,Er sieht ganz gut aus.,Reflection,Romantic,,,
92,799,Warum nicht man.,Reflection,Romantic,,,
92,800,"Ein wenig Leichtsinn kann nicht schaden, denn wir sind jung, und in 50 Jahre ist alles vorbei.",Reflection,Temporal,,*,
92,801,Niemand wird dann fragen ob wir per arm oder nicht gingen.,Reflection,Romantic,,*,
93,802,"Mit dem kann ich das zwar garnicht, denn der ist unheimlich lang.",Reflection,Romantic,,,
93,803,Bubi hat geschrieben!,Event,Romantic,,,
93,804,Mal sehen!,Event,Romantic,,,
93,805,"Wenn er kommt, kommt er ja bald in Arbeitsdienst.!",Event,Romantic,YES,,
93,805,,Event,Political,,,
94,806,Mit Kickuck etc. auf Alpenfest habe mich nicht besonders ammusiert.,Event,Social,,,
94,807,"Dr. Mendel, Gerda, Hannsdeck, Rommy + Herr Dr. Juds Helmi Buchner kennengelernt + mit ihm verabredet.",Event,Social,,,
94,808,"War sehr nett, aber kein Vergleich.",Reflection,Romantic,,,
94,809,"Haben uns stets sehr geistlich unterhalten, da er sehr, sehr klug.",Event,Social,,,
94,810,Es war mitunter schon rechts anstrengend!,Reflection,Social,,,
95,811,Das Theater mit Bubi und Lenta geht dauernd so weiter.,Reflection,Romantic,,,
95,812,Bubi schreibt an sie und auch an mich.,Reflection,Romantic,,,
95,813,Einen Brief las ich.,Reflection,Romantic,,,
95,814,Sie hatte ihre Tasche liegen lassen mit dem Brief: “Meine lb. kleine Lenta” – ob sie nicht nach Hildesheim kommen wollte.,Event,Romantic,,,
95,815,Da blieb mir der Atem fast stocken.,Reflection,Romantic,,,
95,816,So ein falscher Kerl.,Reflection,Romantic,,,
95,817,"Schlimm ist ja nur, dass wir zusammen in der Schule sind.",Reflection,Romantic,,,
95,818,Dauernd also zusammen sind.,Reflection,Romantic,,,
95,819,"Schon ist ja nur dass ich ihr dauernd meine Meinung über sie so richtig durch dick und dünn zynisch, ironisch sagen kann.",Reflection,Romantic,,,
95,820,Nur die Sache hat ihre grenzen ich werde langsam gemein.,Reflection,Romantic,,,
95,821,Kann ja garnicht genug sein.,Reflection,Romantic,,,
95,822,Solche Gemeinheiten muss man bestrafen!,Reflection,Romantic,,,
95,823,Viel habe ich gelitten vorallem durch dies dauernde hin + her Nun bin ich auch noch hingefahren.,Reflection,Romantic,,,
95,824,"Musste 2 st. warten in der Kantine, da er Dienst machte.",Event,Social,,,
95,825,Sind spazieren + haben dann in “Scharfen Eck” im Marienburg getanzt.,Event,Social,,,
95,826,Bin dann 1 minute vor 10 uhr abgefahren.,Temp/Spat,Temp/Spat,,,
96,827,War bei seiner Mama wie er mir in seinen Briefen jedesmal ans Herz gelegt.,Event,Romantic,,,
96,828,Sie war sehr nett zu mir.,Event,Romantic,,,
96,829,Der gute Papa + auch Annelise waren sehr nett zu mir.,Event,Romantic,,,
96,830,Sollte bald mal wieder kommen.,Reflection,Romantic,,,
96,831,Auch ihnen schreibt er so wenig.,Reflection,Romantic,,,
96,832,Lenta hat sich schon an Karl Häupler gewandt da er so wenig schreibt.,Event,Social,,,
96,833,Bubi Mutter und Anneliese finden beide Schuhladens nicht sympathisch im gegenteil sie konnen sie nicht leiden.,Event,Romantic,,,
96,834,Bubi sei sehr emport gewesen dass er so nett bei Schumachers aufgenommen werde und seine Eltern die madel garnicht nett aufnehmen.,Event,Social,,,
96,835,Abends half ich Anneliese an ihren Klein.,Event,Social,,,
96,836,Frau H. brachte mich noch mal hause dass mir auch nichts passiert.,Event,Social,,,
96,837,Sie schickte mir Rudi’s Ski-Socken.,Event,Social,,,
96,838,"Schade dass ich nicht mit Bubi in dem Harz konnte, denn er habe sich schon sehr darauf gefreut.",Reflection,Romantic,,,
96,839,"Anneliese wollte zu Weinachten Bubi geld schenken, denn so als arbeitsdienstmann mit geld stets knapp.",Event,Social,YES,,
96,839,,Event,Political,,,
96,840,Wenn der Bengell sich nur selbts im klaren wäre fur wen sein Herz entscheidet.,Reflection,Romantic,,,
96,841,"Solch ein tasten, fullen, abwägen.",Reflection,Romantic,,,
96,842,"Nein, das kann nicht lange so noch gehen.",Reflection,Romantic,,,
96,843,"Ich gehe dabei zu grunde, denn auf keinen Fall: 1 kompromiss für denartige Halbleiter bin ich nicht.",Reflection,Romantic,,,
96,844,Hatte vor mit Rudi in den Harz zu fahren.,Event,Social,,,
96,845,Doch — Alleine darf ich nicht im Harz und auch nicht hier in B. bleiben.,Event,Social,,,
96,846,"Weinachten, das fest der Familie und Neujahr.",Temp/Spat,Temp/Spat,,,
96,847,Trotzdem mich Bubi’s Lb. Mutter zu Weihnachten eingeladen hatte. ,Event,Social,,,
96,848,Bleibt das ‘Veto’ meiner Eltern bestehen.,Event,Social,,,
96,849,"Walter will Samstag fahren, also Bubi kommt am Samstag hier an, und ich bin dann schon ein ganzes Stuck sudlicher wieder.",Event,Social,,,
96,850,“Kismet” vielleicht nicht zu meinen Nachteil.,Reflection,Romantic,,,
97,851,"Habe mit bubi telefoniert, jedoch noch nicht davon gesagt, dass wir wegfahren.",Event,Romantic,,,
97,852,"Er sagte Karl sei hier, heute war ich mal wieder so, dass mir Otto Bierwirth so richtig fehlte.",Reflection,Social,,,
97,853,Der hatte trost + Rat gewusst fur mein aufegewilltes Innere.,Reflection,Social,,*,
98,854,So suchte ich Karl Haupler auf.,Event,Social,,,
98,855,Er war nett.,Event,Social,,,
98,856,"Bubi ist mir ein Lb. netter Kerl, aber er ist noch zu jung.",Reflection,Romantic,,,
98,857,Zu Scharbeutz merkte man das an Kleinigkeiten.,Reflection,Romantic,,,
98,858,Alles mit einer Selbstverständlichkeit tun ist seine spezialitat.,Reflection,Romantic,,,
98,859,Takt oder Ausstand fehlt!,Reflection,Romantic,,,
98,860,(Ist das auch der richtige Ausdruck?),Reflection,Romantic,,,
98,861,Karl’s hemden tragen + Anzuge + Uhr das beste Kette etc. (oder egoismus + unbekümmertheit) das war in Scharbeutz im Sommer 36 Karl bezahlte und Bubi war dafür doch eigentlich richtic unartig!,Event,Romantic,,,
98,861,,Event,Social,,,
98,862,"Danke schon war ja nicht nötig, sondern nur ein ganz klein wenig Rucksicht nehmen!",Reflection,Romantic,,,
98,863,"Die Jugend macht das vielleicht, wenn er alter wird verliert sich das vielleicht.",Reflection,Romantic,,,
98,864,Diese ganzen dinge konnte ich ja auch am eigenen Leibe (bezw. Seele) verspüren.,Reflection,Romantic,,*,
98,865,Das empfindet wie welchen mir mitunter tat gelt ihm aber anscheinend ab.,Reflection,Romantic,,,
98,866,"Karl rat mir dazu einen großen strich zu ziehen unter die ganze sache denn wenn er eingesehen was er an mir hatte, dann kommt er von alleine wieder.",Reflection,Romantic,,*,
98,867,Er von sich aus hat nicht den mut eine sache zu entscheiden.,Reflection,Romantic,,,
